3,51,13
3,52,13
3,53,13
1,6,47
1,7,47
1,8,47
1,9,47
1,9,46
1,10,46
1,11,46
1,12,46
1,13,46
1,14,46
1,14,45
1,15,45
1,16,45
1,17,45
1,18,45
1,19,45
1,20,45
1,20,46
1,21,46
1,22,46
1,23,46
1,24,46
1,25,46
1,26,46
1,27,46
1,28,46
1,28,45
1,28,44
1,28,43
1,28,42
1,28,41
1,28,40
1,28,39
1,27,39
1,26,39
1,25,39
1,25,38
1,25,37
1,26,37
1,26,36
1,26,35
1,27,35
1,28,35
1,29,35
1,30,35
1,31,35
1,32,35
1,33,35
1,33,34
1,33,33
1,33,32
1,33,31
1,33,30
1,33,29
1,33,28
1,32,28
1,31,28
1,30,28
1,29,28
1,28,28
1,27,28
1,26,28
1,25,28
1,24,28
1,24,27
1,23,27
1,22,27
1,21,27
1,20,27
1,19,27
1,19,28
1,19,29
1,19,30
1,19,31
1,19,32
1,19,33
1,19,34
1,18,34
1,18,35
1,18,36
1,18,37
1,18,38
1,17,38
1,16,38
1,15,38
1,14,38
1,13,38
1,12,38
1,12,37
1,12,36
1,12,35
1,12,34
1,12,33
1,12,32
1,12,31
1,12,30
1,12,29
1,12,28
1,11,28
1,10,28
1,9,28
1,8,28
1,7,28
1,6,28
1,5,28
1,4,28
1,4,27
1,4,26
1,4,25
1,4,24
1,4,23
1,4,22
1,5,22
1,6,22
1,6,21
1,6,20
1,6,19
1,7,19
1,8,19
1,9,19
1,10,19
1,11,19
1,11,18
1,12,18
1,12,17
1,13,17
1,13,16
1,14,16
1,14,15
1,15,15
1,15,14
1,16,14
1,17,14
1,18,14
1,19,14
1,20,14
1,21,14
1,22,14
1,23,14
1,24,14
1,24,13
1,25,13
1,26,13
1,26,12
1,26,11
1,26,10
1,26,9
1,26,8
1,27,8
1,27,7
1,27,6
1,27,5
1,27,4
1,26,4
1,25,4
1,24,4
1,23,4
1,22,4
1,21,4
1,20,4
1,19,4
1,19,5
1,18,5
1,18,6
1,18,7
1,18,8
1,17,8
1,16,8
1,15,8
1,14,8
1,13,8
1,12,8
1,12,9
1,12,10
1,12,11
1,11,11
1,10,11
1,9,11
1,8,11
1,7,11
1,6,11
2,35,21
2,34,21
2,33,21
2,32,21
2,31,21
2,30,21
2,29,21
2,28,21
2,27,21
2,26,21
2,26,22
2,25,22
2,24,22
2,24,23
2,24,24
2,23,24
2,22,24
2,22,25
2,22,26
2,22,27
2,22,28
2,22,29
2,22,30
2,22,31
2,22,32
2,22,33
2,22,34
2,21,34
2,20,34
2,20,35
2,20,36
2,20,37
2,20,38
2,20,39
2,20,40
2,20,41
2,20,42
2,20,43
2,20,44
2,20,45
2,19,45
2,18,45
2,17,45
2,16,45
2,15,45
2,14,45
2,13,45
2,12,45
2,12,46
2,12,47
2,12,48
2,12,49
3,27,6
3,27,7
3,27,8
3,27,9
3,27,10
3,26,10
3,25,10
3,24,10
3,23,10
3,22,10
3,21,10
3,21,9
3,21,8
3,20,8
3,19,8
3,18,8
3,17,8
3,16,8
3,16,9
3,16,10
3,15,10
3,14,10
3,13,10
3,12,10
3,11,10
3,10,10
3,9,10
3,7,10
3,6,10
3,5,10
3,4,10
4,9,60
4,8,60
4,7,60
4,6,60
4,6,59
4,6,58
4,6,57
4,6,56
4,6,55
4,6,54
4,6,53
4,6,52
4,6,51
4,6,50
4,6,49
4,6,48
4,6,47
4,6,46
4,6,45
4,6,44
4,6,43
4,6,42
4,6,41
4,6,40
4,6,39
4,6,38
4,6,37
4,6,36
4,6,35
4,6,34
4,6,33
4,6,32
4,6,31
4,6,30
4,6,29
4,6,28
4,6,27
4,6,26
4,6,25
4,6,24
4,6,23
4,6,22
4,6,21
4,6,20
4,6,19
4,6,18
4,6,17
4,6,16
4,6,15
4,6,14
4,6,13
4,6,12
4,6,11
4,6,10
4,6,9
4,6,8
4,6,7
4,6,6
0,19,33
0,19,32
0,19,31
0,19,30
0,19,29
0,18,29
0,17,29
0,16,29
0,15,29
0,14,29
0,13,29
0,12,29
0,11,29
0,10,29
0,9,29
0,9,28
0,9,27
0,9,26
0,9,25
0,9,24
0,10,24
0,10,23
0,10,22
0,10,21
0,10,20
0,10,19
0,10,18
0,11,18
0,12,18
0,13,18
0,14,18
0,15,18
0,16,18
0,17,18
0,17,17
0,17,16
0,18,16
0,18,15
0,18,14
0,18,13
0,18,12
0,18,11
0,17,11
0,16,11
0,15,11
0,14,11
0,14,10
0,14,9
0,13,9
0,12,9
0,11,9
0,10,9
0,9,9
0,8,9
0,7,9
0,6,9
0,6,8
0,6,7
0,6,6
0,6,5
0,7,5
0,8,5
0,9,5
0,10,5
0,11,5
0,12,5
0,13,5
0,14,5
0,15,5
0,15,4
0,16,4
0,17,4
0,18,4
0,19,4
0,19,5
2,16,6
2,16,7
2,16,8
2,16,9
2,16,10
2,16,11
2,16,12
2,16,13
2,16,14
2,16,15
2,16,16
2,15,16
2,14,16
2,13,16
2,12,16
2,12,17
2,12,18
2,12,19
2,12,20
2,12,21
2,12,22
2,12,23
2,12,24
2,12,25
2,12,26
2,12,27
2,12,28
2,12,29
2,13,29
2,14,29
2,15,29
2,16,29
2,17,29
2,18,29
2,19,29
2,19,30
2,19,31
2,19,32
2,19,33
2,19,34
2,19,35
2,19,36
2,19,37
2,19,38
2,19,39
2,19,40
2,19,41
2,19,42
2,19,43
2,20,43
2,21,43
2,22,43
2,23,43
2,24,43
2,25,43
2,26,43
2,27,43
2,28,43
2,29,43
2,30,43
2,31,43
2,32,43
2,32,44
2,32,45
2,32,46
2,31,46
2,30,46
2,29,46
2,28,46
2,27,46
2,26,46
2,25,46
2,24,46
2,23,46
2,22,46
2,22,47
2,21,47
2,20,47
2,19,47
2,18,47
2,17,47
2,16,47
2,15,47
2,14,47
2,13,47
2,12,47
2,11,47
2,11,48
2,11,49
3,27,6
3,27,7
3,27,8
3,27,9
3,27,10
3,28,10
3,29,10
3,30,10
3,30,11
3,30,12
3,30,13
3,30,14
3,30,15
3,30,16
3,30,18
3,30,19
3,30,20
3,30,21
3,31,21
3,32,21
3,33,21
3,34,21
3,35,21
3,36,21
3,37,21
3,38,21
3,39,21
3,40,21
3,41,21
3,41,20
3,41,19
3,41,18
3,42,18
3,43,18
3,44,18
3,45,18
3,46,18
3,46,17
3,46,16
3,46,15
3,46,14
3,46,13
3,47,13
3,48,13
3,49,13
3,50,13
